npi,name,state,confidence,total_impact,systemic_impact_raw,weighted_impact,score,weighted_score,num_methods,primary_method,methods,hypothesis_ids,state_quality_weight
A265878000,NPI A265878000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A405448000,NPI A405448000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A380015600,NPI A380015600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A332463300,NPI A332463300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A487060300,NPI A487060300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A916860500,NPI A916860500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A476487000,NPI A476487000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A248521400,NPI A248521400,,high,0.0,0.0,0.0,0.0,0.0,3,abrupt_stop,gev_extreme_value;paid_per_claim_vs_median;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0277;H0187;H0200;H0189,1.0
A128360000,NPI A128360000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A552485200,NPI A552485200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A577148000,NPI A577148000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A216975400,NPI A216975400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A201927000,NPI A201927000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A512515400,NPI A512515400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A317492200,NPI A317492200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A241982300,NPI A241982300,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A167860400,NPI A167860400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A882635100,NPI A882635100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A648060800,NPI A648060800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A150019800,NPI A150019800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A467815000,NPI A467815000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A849738900,NPI A849738900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0098;H0101,1.0
A454475100,NPI A454475100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A245728800,NPI A245728800,,high,0.0,0.0,0.0,0.0,0.0,3,gev_extreme_value,gev_extreme_value;iqr_outlier;abrupt_stop,H0095;H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A532415000,NPI A532415000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A849825300,NPI A849825300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A368672800,NPI A368672800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A618953200,NPI A618953200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A165197100,NPI A165197100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A510038000,NPI A510038000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A164995100,NPI A164995100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A196482300,NPI A196482300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A063027600,NPI A063027600,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A212879900,NPI A212879900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0098;H0114;H0099,1.0
A098405200,NPI A098405200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A373692000,NPI A373692000,,medium,0.0,0.0,0.0,0.0,0.0,2,zscore_paid_per_bene,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A277760600,NPI A277760600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A452025400,NPI A452025400,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A280410700,NPI A280410700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0098;H0114;H0099,1.0
A895138000,NPI A895138000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A222727400,NPI A222727400,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A650068000,NPI A650068000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A686465000,NPI A686465000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A253314600,NPI A253314600,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A448262000,NPI A448262000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A866860400,NPI A866860400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A437260300,NPI A437260300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A437518100,NPI A437518100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A830817900,NPI A830817900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A843822600,NPI A843822600,,medium,0.0,0.0,0.0,0.0,0.0,2,zscore_paid_per_bene,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
M680717800,NPI M680717800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M717912200,NPI M717912200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A933187000,NPI A933187000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A727218900,NPI A727218900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M440035600,NPI M440035600,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A677902000,NPI A677902000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A787620300,NPI A787620300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A903215100,NPI A903215100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0099;H0191;H0200;H0186;H0198;H0190;H0193;H0187;H0195;H0194;H0192;H0197;H0199;H0098;H0188;H0189;H0196,1.0
M732638400,NPI M732638400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M692417100,NPI M692417100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A664526700,NPI A664526700,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A936718700,NPI A936718700,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A758360500,NPI A758360500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M857615100,NPI M857615100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0098;H0101,1.0
A356797400,NPI A356797400,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A687418300,NPI A687418300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A738060700,NPI A738060700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
M175410200,NPI M175410200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A897663400,NPI A897663400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A913828500,NPI A913828500,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0200;H0189,1.0
A570071000,NPI A570071000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A993540100,NPI A993540100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A887860900,NPI A887860900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A817725200,NPI A817725200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A700217300,NPI A700217300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
M839632900,NPI M839632900,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A592027200,NPI A592027200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A609402000,NPI A609402000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
M747024000,NPI M747024000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
M011637800,NPI M011637800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A892951300,NPI A892951300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0100;H0114;H0101;H0115;H0098,1.0
A940322100,NPI A940322100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A905158000,NPI A905158000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M118175100,NPI M118175100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A562786900,NPI A562786900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
M222319800,NPI M222319800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A817677200,NPI A817677200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
M817560800,NPI M817560800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A759220500,NPI A759220500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A927610100,NPI A927610100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0114,1.0
A799452200,NPI A799452200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A604477500,NPI A604477500,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A921640000,NPI A921640000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A841714800,NPI A841714800,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0114;H0115;H0098,1.0
A747024001,NPI A747024001,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;iqr_outlier;code_concentration_per_provider;abrupt_stop,H0095;H0548;H0195;H0544;H0199;H0542;H0099;H0550;H0546;H0186;H0198;H0547;H0553;H0554;H0549;H0191;H0545;H0190;H0193;H0555;H0551;H0194;H0192;H0197;H0098;H0188;H0552;H0196;H0543;H0541;H0187;H0200;H0189,1.0
A486260100,NPI A486260100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A687860100,NPI A687860100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A737060100,NPI A737060100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A677197000,NPI A677197000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A981940000,NPI A981940000,,high,0.0,0.0,0.0,0.0,0.0,6,gev_extreme_value,gev_extreme_value;claims_per_bene_vs_median;yoy_growth;code_concentration_per_provider;abrupt_stop;iqr_outlier,H0095;H0548;H0204;H0195;H0214;H0544;H0199;H0542;H0099;H0550;H0206;H0546;H0186;H0198;H0202;H0547;H0553;H0554;H0201;H0549;H0209;H0215;H0191;H0545;H0329;H0212;H0190;H0193;H0555;H0551;H0207;H0194;H0208;H0192;H0197;H0211;H0098;H0188;H0552;H0196;H0543;H0203;H0205;H0210;H0541;H0187;H0213;H0200;H0189,1.0
M640114700,NPI M640114700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
A914925100,NPI A914925100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A338930800,NPI A338930800,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A834463000,NPI A834463000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A856603000,NPI A856603000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A924612100,NPI A924612100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A642915100,NPI A642915100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A876345300,NPI A876345300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M008163000,NPI M008163000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
M102223700,NPI M102223700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A849657900,NPI A849657900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A896402000,NPI A896402000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A858188200,NPI A858188200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A946623200,NPI A946623200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
M041430200,NPI M041430200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A889678000,NPI A889678000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A761445100,NPI A761445100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0100;H0114;H0101,1.0
A585488000,NPI A585488000,,high,0.0,0.0,0.0,0.0,0.0,3,abrupt_stop,gev_extreme_value;abrupt_stop;zscore_paid_per_bene,H0195;H0071;H0064;H0199;H0063;H0085;H0081;H0099;H0073;H0061;H0186;H0198;H0070;H0080;H0066;H0065;H0114;H0089;H0082;H0072;H0062;H0090;H0191;H0083;H0075;H0190;H0193;H0069;H0084;H0194;H0078;H0086;H0192;H0197;H0087;H0115;H0088;H0077;H0188;H0098;H0196;H0074;H0187;H0068;H0079;H0067;H0076;H0200;H0189,1.0
A709430000,NPI A709430000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M000050700,NPI M000050700,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0104;H0114;H0115;H0105;H0098,1.0
A578017900,NPI A578017900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A727477100,NPI A727477100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A452640200,NPI A452640200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M726478300,NPI M726478300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A870025000,NPI A870025000,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;iqr_outlier,H0099;H0095;H0098,1.0
A996425300,NPI A996425300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M917673800,NPI M917673800,,high,0.0,0.0,0.0,0.0,0.0,5,gev_extreme_value,gev_extreme_value;claims_per_bene_vs_median;yoy_growth;abrupt_stop;iqr_outlier,H0095;H0204;H0195;H0214;H0199;H0099;H0206;H0186;H0198;H0202;H0201;H0209;H0215;H0191;H0329;H0212;H0190;H0193;H0207;H0194;H0208;H0192;H0197;H0211;H0098;H0188;H0196;H0203;H0205;H0210;H0187;H0213;H0200;H0189,1.0
M138465200,NPI M138465200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A984668900,NPI A984668900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A514465200,NPI A514465200,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;iqr_outlier;claims_per_bene_vs_median;yoy_growth,H0095;H0204;H0214;H0099;H0206;H0202;H0201;H0209;H0215;H0329;H0212;H0207;H0208;H0211;H0098;H0203;H0205;H0210;H0213,1.0
M606270900,NPI M606270900,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A848360400,NPI A848360400,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A647360100,NPI A647360100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A917017100,NPI A917017100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0115;H0099;H0098;H0114,1.0
M892623200,NPI M892623200,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
M413628100,NPI M413628100,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A239000100,NPI A239000100,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0073;H0061;H0070;H0080;H0114;H0065;H0066;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0115;H0088;H0077;H0074;H0068;H0079;H0067;H0076,1.0
A697427200,NPI A697427200,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;zscore_paid_per_bene,H0071;H0064;H0063;H0085;H0081;H0099;H0073;H0061;H0070;H0080;H0066;H0065;H0089;H0082;H0072;H0062;H0090;H0083;H0075;H0069;H0084;H0078;H0086;H0087;H0088;H0077;H0098;H0074;H0068;H0079;H0067;H0076,1.0
A729445000,NPI A729445000,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A515018300,NPI A515018300,,medium,0.0,0.0,0.0,0.0,0.0,2,gev_extreme_value,gev_extreme_value;paid_per_claim_vs_median,H0099;H0098;H0276,1.0
A937760300,NPI A937760300,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A982718800,NPI A982718800,,medium,0.0,0.0,0.0,0.0,0.0,2,abrupt_stop,gev_extreme_value;abrupt_stop,H0195;H0199;H0099;H0186;H0198;H0114;H0100;H0191;H0190;H0193;H0194;H0192;H0197;H0115;H0098;H0188;H0196;H0187;H0101;H0200;H0189,1.0
A727560900,NPI A727560900,,low,0.0,0.0,0.0,0.0,0.0,1,gev_extreme_value,gev_extreme_value,H0099;H0098,1.0
A744938000,NPI A744938000,,high,0.0,0.0,0.0,0.0,0.0,4,gev_extreme_value,gev_extreme_value;iqr_outlier;abrupt_stop;yoy_growth,H0095;H0204;H0195;H0214;H0199;H0099;H0206;H0186;H0198;H0202;H0201;H0209;H0215;H0191;H0212;H0190;H0193;H0207;H0194;H0208;H0192;H0197;H0211;H0098;H0188;H0196;H0203;H0205;H0210;H0187;H0213;H0200;H0189,1.0
